Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F006177,14402,Monounsaturated oils ,aceites monoinsaturados,"Oil, olive","Aceite, de oliva",3399,812,3399,812,0,0,0,91.9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,57.5,,0,0,0,8.3,0,,0,4.6,0,0,0,0,0,0,0,,1,0,0,0,2,,0.01,0,0,10,0,10,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,,8.5,,0,,0.7,,19.96,0,0,0,0,0,0.01,0,0,0,0,0.1,0.06,0,0,0.1,0.07,0,0,11.5,10.93,0,0,2.9,2.73,,,0.4,0.39,0,0,0.1,0.06,0,0,0,0.01,14.96,14.28,,,0,0,0,0,1,0.93,0,0.03,66.3,63.32,0.2,0.18,0.1,0.07,0.1,0.07,67.66,64.59,,,,,8.3,7.9,0.5,0.49,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,8.79,8.39,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006181,14402,Monounsaturated oils ,aceites monoinsaturados,"Oil, palm",Aceite de palma,3404,814,3404,814,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0,0,,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,14.7,,,,,,,,14.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44,45.36,,,,,,,,,,,,,,,,,,,35.61,34.04,,,,,8.8,8.37,0.2,0.18,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,8.95,8.56,0,0,,,1.4,1319.28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006183,14402,Monounsaturated oils ,aceites monoinsaturados,"Oil, peanut","Aceite, maní",3404,814,3404,814,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0.092,0.09,0,0.09,,1,0.009,,,,3,0,0,0,3,,0.09,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,,,,0.6,,8.3,,12.7,0,0,0,0,0,0,0,0,,,0,0.04,,,0,0.03,0,0,8.7,8.3,0.1,0.05,2.3,2.19,,,1.1,1.06,,,2.9,2.79,,,1.6,1.51,16.7,15.97,,,0,0,0,0,0.1,0.07,0,0.04,46.8,44.76,1.4,1.33,0.1,0.07,0,0,48.39,46.26,,,,,26.1,24.96,0.2,0.23,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,26.35,25.19,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006185,14402,Monounsaturated oils ,aceites monoinsaturados,"Oil, rice bran","Aceite, salvado de arroz",3404,814,3404,814,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0.3,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,29.7,,,,,,,,29.72,0,0,0,0,0,0,0,0,,,0,0,0,0,0.4,0.35,0,0,18.1,17.33,0.1,0.09,1.9,1.85,0,0,0.8,0.79,,,0.3,0.26,,,0.5,0.44,22.08,21.11,,,0,0,0,0,0.2,0.18,0,0,37.4,35.8,0.6,0.53,0,0,0,0,38.18,36.5,,,,,30.5,29.11,1.1,1.06,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,31.56,30.17,0,0,,,0.4,351.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006188,14401,Polyunsaturated oils ,aceites poliinsaturados,"Oil, soybean","Petróleo, soja",3404,814,3404,814,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,5,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,,,,26.7,,48.8,,13.16,0,0,0,0,0,0,0,0,,,0,0,,,0,0.04,0,0,9.2,8.84,0,0,3.6,3.43,,,0.4,0.35,,,0.4,0.4,,,0.1,0.09,13.75,13.15,,,0,0,0,0,0,0,0,0,21.2,20.27,0.2,0.22,0,0,0,0,21.44,20.49,,,,,50.9,48.64,5.1,4.88,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,55.98,53.52,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006189,14401,Polyunsaturated oils ,aceites poliinsaturados,"Oil, sunflower",Aceite de girasol,3404,814,3404,814,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0,0.01,0,0,,0,0,,,,0,0,0,0,3,,0.01,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,,,,4,,0.9,,51.61,0,0,0,0,0,0,0,0,,,0,0,,,0.1,0.08,0,0,5.7,5.43,0.1,0.05,3,2.84,,,0.2,0.21,,,0.6,0.55,,,0.2,0.18,9.78,9.35,,,0,0,0,0,0.1,0.14,0,0,26.5,25.32,0.1,0.14,0,0,0,0,26.78,25.6,,,,,54.3,51.87,0.2,0.18,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,54.45,52.05,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F006191,14401,Polyunsaturated oils ,aceites poliinsaturados,"Oil, vegetable","Aceite, aceites vegetales",3404,814,3404,814,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,,,,,15.27,,0,,0,,0,,0,,,,0,,0,,0.02,,0,,6.24,,0.04,,2.62,,0,,0.4,,,,0.26,,,,0.09,,9.68,,,,0,,0,,0.13,,0.04,,38.15,,0.64,,0.04,,0.09,,39.1,,,,,,30.21,,7.3,,,,65.96,,,,153.92,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,37.73,,0,,,,1978.92,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturally occurring flammable liquid,mezcla homogénea de compuestos orgánicos de color negro
F003627,14501,Animal-based solid fats ,grasas sólidas de origen animal,"Dripping, beef","Goteo, carne de res",3703,885,3703,885,0,0.2,0.03,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0,3,0,0,,0,0,,,,0,0,1,0,0,,0.01,0,0,23,0,23,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,,,,,,,0.85,,,0,0,0,0,0,0,,,0.2,0.19,,,4.7,4.49,0.7,0.67,27.1,25.91,1.2,1.15,20.4,19.5,,,0.2,0.19,,,0,0,,,0,0,54.5,52.1,,,,,,,,,,,,,,,,,,,38.26,36.58,,,,,1.9,1.8,0.7,0.69,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,2.6,2.49,0,0,,,5.2,4935.83,0,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,process of fluid escaping containment,
F003817,14502,Vegetable-based solid fats,grasas sólidas a base de vegetales,"Fat, solid, vegetable oil based","Grasa, basada, aceite vegetal sólida",3702,885,3702,885,0,0.2,0.03,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0,3,0,0,,0,0,,,,0,0,1,0,0,,0,0,0,0,0,0,0,,,,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,7,0,0,0,0,0,0,0,0,,,0.3,0.29,,,1.1,1.05,0,0,44.4,42.42,0.1,0.1,5,4.78,,,0.4,0.38,,,0,0,,,0,0,51.3,49.02,,,0,0,,,0.2,0.19,0,0,37.7,36.02,0.1,0.1,0,0,0,0,38,36.31,,,,,8.5,8.12,0.5,0.48,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,9,8.6,0,0,,,1.5,1433.28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,having a Body Mass Index of 25.0-29.9 kg/m2,aumento del peso corporal por encima de un patrón dado en relación con la talla
F003729,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, whole, raw","Huevo, pollo, entero, crudo",533,127,533,127,76.1,12.6,2.01,8.5,0.9,0,0,,0.3,0,,0,,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,0,0,1.8,0,47,0.2,170,,0.061,8.22,57.6,1.9,0,12,0.025,0,6.3,0,180,140,25.7,150,180,0,1.13,130,0,2,0,2,130,337.273,0,,0.07,0.43,0,2.72,2.72,1.5,0.01,17,1.4,110,0,110,110,0,1.4,0,0.9,0,5.9,1.7,0.1,0,0,0,,0.1,,1.71,0,0,0,0,0,0,0,0,0,0,0.3,0.02,0,0,0.7,0.05,0,0,23.6,1.66,0.2,0.02,7.7,0.54,,,0,0,0,0,0,0,0,0,0,0,32.58,2.3,,,0.2,0.01,0,0,3.1,0.22,0.2,0.01,46.6,3.28,0.1,0.01,0,0,0.2,0.01,50.36,3.55,,,,,13.6,0.96,0.9,0.06,,,0,1.01,,,,,0.1,3.7,0,0,0.1,4.37,,,1.2,81.97,0,0.34,0,0,0.2,12.19,0.1,7.7,,,0.8,58.78,,,16.87,1.19,0.947,66.814,,,0.1,9.88,0,488,79,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003721,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, whole, hard-boiled","Huevo, pollo, entero, hard-boiled",574,137,574,137,75,12.4,1.99,9.5,1,0,0,0.1,0.2,0,0,0,,,0.3,0,0,0.4,,,,,,,,,,,,0.7,0.7,,,,,,,,,,,,0,1.8,0,39,0.4,,,0.065,,47.3,1.61,0,10,0.028,0,5.5,0,131,107,26.6,127,,0,1.24,39,0,2,,2,39,342,0,,0.06,0.38,0.04,2.67,2.71,1.35,0.01,,1.4,83,0,83,83,0,1.4,0,0.9,0,5.9,6.6,,4.4,,0,,1.1,,8.96,0,0,0,0,0,0,0,0,0,0,0.3,0.02,0,0,0.7,0.06,0,0,23.6,1.86,0.2,0.02,7.6,0.6,,,0,0,0,0,0,0,0,0,0,0,32.5,2.56,,,0.2,0.01,0,0,3.2,0.25,0.2,0.02,46.5,3.66,0.1,0.01,0,0,0.2,0.02,50.29,3.96,,,,,13.8,1.08,0.9,0.07,,,0,1.18,,,,,0,3.94,0,0,0.1,4.73,,,1.1,89.44,0,0.39,0,0,0.2,13.4,0.1,7.88,,,0.8,65,,,17.04,1.34,0.93,73.28,,,0.1,9.46,0,488,79,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003725,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, whole, poached","Huevo, pollo, entero, escalfado",556,133,556,133,75.1,13.1,2.1,8.9,0.9,0,0,,0.3,0,,0,,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,0,0,1.8,0,49,0.2,177,,0.064,8.57,57,1.98,0.1,12,0.026,0,6.6,0,188,146,26.7,156,188,0.1,1.18,135,0,2,0,2,136,351.326,0,,0.058,0.381,0,2.83,2.83,1.56,0.01,17.7,1.2,86,0,86,86,0,1.3,0,0.8,0,5.53,1.6,0.1,0,0,0,,0.1,,1.6,,0,,0,,0,,0,,0,,0.02,,0,,0.05,,0,,1.73,,0.02,,0.57,,,,0,,0,,0,,0,,0,,2.4,,,,0.01,,0,,0.23,,0.01,,3.42,,0.01,,0,,0.01,,3.7,,,,,,1,,0.07,,,,1.05,,,,,,3.85,,0,,4.55,,,,85.38,,0.35,,0,,12.69,,8.02,,,,61.23,,,,1.24,,69.598,,,,10.29,0,508,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003718,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, whole, fried, no fat added","Huevo, pollo, entero, frito, sin grasa añadida",606,145,606,145,72.8,14.3,2.29,9.7,1,0,0,,0.3,0,,0,,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,0,0,2,0,53,0.2,193,,0.069,9.35,62.1,2.16,0.1,14,0.028,0,7.2,0,205,159,29.2,170,205,0.1,1.29,148,0,2,0,2,148,383.265,0,,0.068,0.464,0,3.08,3.08,1.7,0.01,19.3,1.4,94,0,94,94,0,1.4,0,0.9,0,6.03,1.7,0.1,0,0,0,,0.1,,1.75,,0,,0,,0,,0,,0,,0.02,,0,,0.06,,0,,1.89,,0.02,,0.62,,,,0,,0,,0,,0,,0,,2.61,,,,0.01,,0,,0.25,,0.01,,3.73,,0.01,,0,,0.02,,4.04,,,,,,1.09,,0.07,,,,1.14,,,,,,4.2,,0,,4.96,,,,93.14,,0.38,,0,,13.85,,8.74,,,,66.8,,,,1.35,,75.925,,,,11.22,0,555,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003724,17102,"Eggs, chicken, modified (e.g. Omega-3, folate)","Huevos, pollo, modificado (por ejemplo Omega-3, ácido fólico)","Egg, chicken, whole, omega-3 polyunsaturate enriched, raw","Huevo, pollo, entero, omega-3 polyunsaturate enriquecido, crudo",557,133,557,133,75.5,12.4,1.99,9.2,0.9,0,0,0,0.3,0,0,0,0,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,0.5,,1.2,0.5,45,0.5,,,0.047,,120,1.6,0.5,12,0.033,0.5,11,,180,120,38,120,,,1.2,60,0,0,,0,60,,0,,0.1,0.53,0,3.39,3.39,0.9,0,,0.5,160,0,160,160,0,1.4,0,0.9,0,5.9,14,,0,,0.2,,0,,14,0,0,0,0,0,0,0,0,,,0,0,,,0.2,0.02,0,0,22.5,1.72,0.2,0.02,9.1,0.7,,,0,0,,,0,0,,,0,0,32.02,2.44,,,0,0,,,2.7,0.2,0,0,44.1,3.37,0.1,0.01,0,0,0,0,46.98,3.59,,,,,12.6,0.96,3.9,0.3,,,0,0,,,,,0,3.82,1.3,101.18,0.1,7.64,,,0,0,0.1,5.73,0,0,0,1.91,0.2,15.27,,,2.2,171.81,,,20.58,1.57,2.525,192.809,,,0.2,15.27,0,340,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003723,17102,"Eggs, chicken, modified (e.g. Omega-3, folate)","Huevos, pollo, modificado (por ejemplo Omega-3, ácido fólico)","Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled","Huevo, pollo, entero, omega-3 polyunsaturate enriquecido, hirvió",568,136,568,136,75,12.7,2.03,9.4,0.9,0,0,0,0.3,0,0,0,0,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,0.5,,1.2,0.5,46,0.5,,,0.048,,116.3,1.63,0.5,12,0.034,0.5,11.2,,184,122,38.8,122,,,1.22,61,0,0,,0,61,,0,,0.087,0.514,0,3.46,3.46,0.92,0,,0.4,122,0,122,122,0,1.3,0,0.8,0,5.42,12.9,,0,,0.2,,0,,12.86,,0,,0,,0,,0,,,,0,,,,0.02,,0,,1.76,,0.02,,0.71,,,,0,,,,0,,,,0,,2.5,,,,0,,,,0.21,,0,,3.44,,0.01,,0,,0,,3.66,,,,,,0.98,,0.31,,,,0,,,,,,3.9,,103.24,,7.79,,,,0,,5.84,,0,,1.95,,15.58,,,,175.32,,,,1.6,,196.744,,,,15.58,0,347,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003732,17201,"Egg dishes, savoury ","platos de huevos, sabroso","Egg, chicken, whole, scrambled, with regular fat cows milk, no fat added","Huevo, pollo, entero, revueltos, con regular de leche de vaca grasa, sin grasa añadida",508,121,508,121,77.4,10.8,1.73,7.7,0.9,0,0,,0.2,0,,2,,,2.3,0,0,0.1,,,,,,,,,,,,2.3,2.3,,,,,,,,,,,,,,,72,,,,,,49.3,1.49,,13,,,,,169,157,20.2,128,,,0.99,117,,8,,8,118,,,,0.048,0.383,0.07,2.33,2.4,,0.03,,1.1,68,0,68,68,0,1,0,0.6,0,4.1,1.2,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,3.04,,,,,,0.76,,0.06,,,,,,,,,,,,,,,,,,,,0.26,,,,,,6.75,,,,45.26,,,,0.95,,52.266,,,,46.08,0,379,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal egg eaten as food,ovo de animal
F003706,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, white (albumen), raw","Huevo, pollo, blancos (albúmina) en bruto",197,47,197,47,87.2,11.2,1.79,0,0.7,0,0,0,0.4,0,0,0,,,0.4,0,0,0,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,,5,,170,,0,0,0,0.2,,11,0,,,,10,119,11,175,,,0,0,0,0,0,0,0,,,,0,0.41,0,3.2,3.2,0.22,0,,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,105,188,387,693,370,662,679,1215,192,344,855,1530,229,410,151,270,413,739,578,1035,451,807,242,433,395,707,190,340,481,861,395,707,252,451,484,866,animal egg eaten as food,ovo de animal
F003705,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, white (albumen), hard-boiled","Huevo, pollo, blanco (albúmina), cocido",204,49,204,49,87,11.6,1.86,0,0.7,0,0,0,0.4,0,0,0,,,0.4,0,0,0,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,,6,,160,,0,0,0,0.2,,11,0,,,,11,112,15,175,,,0,0,,0,,0,0,,,,0,0.31,0,3.32,3.32,0.38,0,,0.1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,105,195,387,720,370,688,679,1263,192,357,855,1590,229,426,151,281,413,768,578,1075,451,839,242,450,395,735,190,353,481,895,395,735,252,469,484,900,animal egg eaten as food,ovo de animal
F003737,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, yolk, raw","Huevo, pollo, yema, cruda",1311,313,1311,313,53.2,15.6,2.49,28.2,1.5,0,0,0,0.2,0,0,0,,,0.2,0,0,0,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,100,,170,,0.13,47,80,4,,8,0.08,,,,398,104,56,58,,,2.5,449,0,0,0,0,449,,,,0.19,0.4,0,3.98,3.98,5.2,0.16,,4,120,0,120,120,0,4,0,2.6,0,17,7.8,0.2,0.2,0.1,0,,0.7,,7.99,0,0,0,0,0.6,0.14,0,0,,,0,0,,,0.5,0.12,0,0,26.2,6.13,0.4,0.09,8.8,2.06,,,0,0,,,0,0,,,0.1,0.02,36.6,8.57,,,0,0,0,0,2.4,0.57,0,0,48.6,11.39,0.3,0.07,0,0,,,51.4,12.03,,,,,9.6,2.25,0.3,0.07,,,,,,,,,,,1.7,397.9,,,,,0,0,0,0,,,,,0.1,23.41,,,0.8,187.25,,,12.5,2.92,0.9,210.654,,,0.1,32.77,0,1050,94,234,325,809,452,1125,584,1454,130,324,752,1872,189,471,194,483,363,904,550,1370,467,1163,173,431,276,687,198,493,540,1345,376,936,269,670,399,994,animal egg eaten as food,ovo de animal
F003736,17101,"Eggs, chicken ","Huevos, pollo","Egg, chicken, yolk, hard-boiled","Huevo, pollo, yema de huevo, hard-boiled",1450,347,1450,347,49,16.1,2.58,31.7,1.5,0,0,0,0.2,0,0,0,,,0.2,0,0,0,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,115,,180,,0.1,0,130,4.8,,7,0.09,,,,402,97,60,47,,,2.7,431,0,0,0,0,431,,,,0.19,0.42,0,4.12,4.12,0.71,0.34,,3.8,180,0,180,180,0,4,0,2.6,0,17,8,0.3,0.3,0.1,0,,0.3,,8.16,0,0,0,0,0.6,0.16,0,0,,,0,0,,,0.5,0.13,0,0,26.2,6.89,0.4,0.1,8.8,2.32,,,0,0,,,0,0,,,0.1,0.03,36.6,9.63,,,0,0,0,0,2.5,0.66,0,0,48.3,12.71,0.3,0.08,0,0,,,51.1,13.44,,,,,9.6,2.53,0.3,0.08,,,,,,,,,,,1.7,447.29,,,,,0,0,0,0,,,,,0.1,26.31,,,0.8,210.49,,,12.5,3.29,0.9,236.799,,,0.1,36.84,0,1250,94,243,325,838,452,1166,584,1507,130,335,752,1940,189,488,194,501,363,937,550,1419,467,1205,173,446,276,712,198,511,540,1393,376,970,269,694,399,1029,animal egg eaten as food,ovo de animal
F000086,16101,Apples,manzanas,"Apple, bonza, unpeeled, raw","Manzana, bonza, sin pelar, en bruto",244,58,218,52,85.3,0.3,0.05,0.3,0.2,3.2,0,7.6,2.8,1.1,0,0,,,11.5,0,0,0,,,,,,,,,,0.5,,11.5,12,0,0,,0,1,0,,0,,,,,,,6,,0,,0.04,0,0,0.22,,5,0.028,,,,8,88,0,0,,,0.1,0,0,0,0,0,0,,,,0.02,0.02,0,0.04,0.04,,0.03,,0,59,0,59,59,2,0,0,0,0,0,0.3,,0,,0,,0,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fruit of the apple tree,fruto comestible del manzano
